"订单编号","退款编号","支付宝交易号","订单付款时间","商品编码","退款完结时间","买家会员名称","买家实际支付金额","宝贝标题","买家退款金额","手工退款/系统退款","是否需要退货","退款的申请时间","超时时间","退款状态","货物状态","退货物流信息","发货物流信息","客服介入状态","卖家真实姓名","卖家退货地址","卖家邮编","卖家电话","卖家手机","退货物流单号","退货物流公司","买家退款原因","买家退款说明","买家退货时间","责任方","售中或售后","商家备注","完结时间","部分退款/全部退款","审核操作人","举证超时","是否零秒响应","退款操作人"
"175846246838249295","13019493038249592","2018081821001001530273349659","null","549136972152","2018-10-20 09:28:00","guosea521","0.00","购9.9特权 享指定型号特权豪礼（具体请查看商品详情）","9.90","0","仅退款","2018-10-19 23:01:35","","退款关闭","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:28:00","null","null","null","null","null"
"244828355870808767","13947875696806787","2018101922001156695402898296","null","576277364657","2018-10-20 09:27:23","wangyuhang868","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 23:01:42","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:27:23","null","null","null","null","null"
"229202468930713597","13061927861719735","2018101922001145335403464601","null","576277364657","2018-10-20 09:27:17","途仕达假日","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 23:05:17","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","拍错了","","null","售中退款","null","2018-10-20 09:27:17","null","null","null","null","null"
"244431745467166353","13931776727165363","2018101922001163335403295332","null","576277364657","2018-10-20 09:27:13","wokakababa","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 23:08:11","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:27:13","null","null","null","null","null"
"229316965931552283","13064775245558322","2018101922001175325403688809","null","576277364657","2018-10-20 09:27:07","liangjiong123","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 23:08:46","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:27:07","null","null","null","null","null"
"244309953955876438","13900706907873864","2018101922001173875406134317","null","576277364657","2018-10-20 09:26:58","tao小小贱","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 23:26:42","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:26:58","null","null","null","null","null"
"236075918954279911","13460844621271199","2018101922001157101005870325","null","576277364657","2018-10-20 09:26:51","qq330912800","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 23:32:22","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:26:51","null","null","null","null","null"
"229709895886994992","13027782289999249","2018101922001185365403522548","null","576277364657","2018-10-20 09:26:47","眚夏光年","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 23:33:56","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:26:47","null","null","null","null","null"
"236259983387680119","13492271961681901","2018101922001166265406403268","null","576277364657","2018-10-20 09:26:42","baobao2500","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 23:36:47","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:26:42","null","null","null","null","null"
"244555522486594360","13902818335596043","2018101922001123625405588603","null","576277364657","2018-10-20 09:26:38","miki0o0","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 23:59:00","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:26:38","null","null","null","null","null"
"244848771405211168","13933152692216811","2018101922001168795403081236","null","576277364657","2018-10-20 09:26:21","jsf198601","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 23:42:57","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:26:21","null","null","null","null","null"
"244558210490281345","13894529379284513","2018101922001101815412893247","null","576277364657","2018-10-20 09:26:16","nikipopper","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 23:45:19","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:26:16","null","null","null","null","null"
"244336128335721449","13901698640724914","2018101922001112475405094208","null","576277364657","2018-10-20 09:26:11","sky_16163328","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 23:46:55","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:26:11","null","null","null","null","null"
"238973728558372044","13902722231374420","2018101222001164150545849152","null","576277364657","2018-10-20 09:26:01","挑嘴的小孩","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 23:46:59","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:26:01","null","null","null","null","null"
"236310095234470404","13459340725470404","2018101922001128315403448137","null","576277364657","2018-10-20 09:25:57","yanjun_419","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 23:55:50","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:25:57","null","null","null","null","null"
"242814402341318027","13902402427312780","2018101722001180001006534453","null","576277364657","2018-10-20 09:25:51","益钰婧轩","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 23:57:34","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:25:51","null","null","null","null","null"
"236277583474053915","13461964386051539","2018101922001124195403012883","null","576277364657","2018-10-20 09:25:41","yane225","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 00:02:00","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:25:41","null","null","null","null","null"
"234923136071614940","13950371302614049","2018100622001161030507249078","null","560585538125","2018-10-20 09:25:36","fops宇","900.00","SIEMENS/西门子 洗碗机专用肖特玻璃门板全嵌半嵌/黑白两色","130.00","0","仅退款","2018-10-20 00:04:36","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:25:36","null","null","null","null","null"
"236087054968582612","13460812866581226","2018101922001185515402511661","null","576277364657","2018-10-20 09:25:00","puyuge","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 00:06:26","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:25:00","null","null","null","null","null"
"235924141423369814","13494287157361498","2018101922001107275406480306","null","542196353198","2018-10-20 09:24:47","谢燕军2008","110.00","SIEMENS/西门子 HS243601W消毒柜嵌入式家用紫外线消毒碗柜镶嵌式","2630.00","0","仅退款","2018-10-20 00:07:51","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","重新拍","","null","售中退款","null","2018-10-20 09:24:47","null","null","null","null","null"
"229586375488385875","13040580844387558","2018101922001183025409904870","null","576277364657","2018-10-20 09:24:08","spritecoco","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 00:08:50","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:24:08","null","null","null","null","null"
"226252933608871470","13028070418877014","2018101322001177330529127735","null","576277364657","2018-10-20 09:24:04","lambkinliu88","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 00:11:17","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","没用，骗人的","","null","售中退款","null","2018-10-20 09:24:04","null","null","null","null","null"
"229167812343356684","13066311021358466","2018101922001154775402002739","null","576277364657","2018-10-20 09:23:59","yama881119","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 00:14:02","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:23:59","null","null","null","null","null"
"244761763402640362","13902530539646203","2018101922001189851006951473","null","576277364657","2018-10-20 09:23:54","zshlcqzj","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 00:14:17","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","只能用于套装预售。但我只想买单品。不好意思","","null","售中退款","null","2018-10-20 09:23:54","null","null","null","null","null"
"227092070524507592","13018245664509275","2018101422001195000552064170","null","576277364657","2018-10-20 09:23:49","于惠书","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 00:14:25","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:23:49","null","null","null","null","null"
"229223652752950882","13019621357958208","2018101922001175375403759382","null","576277364657","2018-10-20 09:23:24","farlight_white","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 00:14:44","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","我买的不需要付定金！","","null","售中退款","null","2018-10-20 09:23:24","null","null","null","null","null"
"227428229727464381","13066247042468143","2018101522001135760524671489","null","576277364657","2018-10-20 09:23:19","yuanpeng2002","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 00:14:50","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:23:19","null","null","null","null","null"
"235199310371303912","13465134098301239","2018101722001100951007454327","null","576277364657","2018-10-20 09:23:15","欧诺拉318","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 00:21:24","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:23:15","null","null","null","null","null"
"240950752816905930","13934944325903059","2018101522001142350538431388","null","576277364657","2018-10-20 09:23:10","桐花满地吖","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 00:24:04","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:23:10","null","null","null","null","null"
"241865314838379235","13904226189373592","2018101622001139600519501485","null","576277364657","2018-10-20 09:23:00","kdytb","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 00:26:28","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:23:00","null","null","null","null","null"
"233232879896640903","13446925784640309","2018101222001136370528909060","null","576277364657","2018-10-20 09:22:55","魔仙公主10","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 00:27:32","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","缺货","","","null","售中退款","null","2018-10-20 09:22:55","null","null","null","null","null"
"229447942149385193","13066535034389351","2018101922001121775402064155","null","576277364657","2018-10-20 09:22:49","kankanxixi","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 00:36:06","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:22:49","null","null","null","null","null"
"243385219659423567","13949347927426735","2018101722001139095402166374","null","576277364657","2018-10-20 09:22:41","熙熙而乐嫣","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 00:39:11","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:22:41","null","null","null","null","null"
"244539106881508539","13904802059503985","2018101922001101895406245051","null","576277364657","2018-10-20 09:22:36","crystal_b_zuo","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 00:42:24","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:22:36","null","null","null","null","null"
"229479942226795694","13063495917799456","2018101922001132395403119336","null","576277364657","2018-10-20 09:22:31","zt841733","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 00:47:30","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:22:31","null","null","null","null","null"
"235681452366240226","13465166179242602","2018101922001111045410157884","null","576277364657","2018-10-20 09:22:27","莫醒醒_永远","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 00:49:22","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:22:27","null","null","null","null","null"
"242191584577654236","13903618460653642","2018101622001174381005237950","null","576277364657","2018-10-20 09:22:23","chencjjcyy","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 00:49:31","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:22:23","null","null","null","null","null"
"234007811330819263","13951171316816392","2018100322001130810565976890","null","576277364657","2018-10-20 09:22:06","amanda梦琪","0.00","购9.9元特权 享指定型号特权豪礼（具体请查看商品详情）","9.90","0","仅退款","2018-10-20 01:02:15","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:22:06","null","null","null","null","null"
"244269026205725537","13935072588723755","2018101922001104665400695293","null","576277364657","2018-10-20 09:21:06","chenjie_962545869","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 01:03:30","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:21:06","null","null","null","null","null"
"244834755111122557","13902594780125725","2018101922001155445404998233","null","576277364657","2018-10-20 09:21:01","yukan516","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","3.96","0","仅退款","2018-10-20 01:07:55","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","拍错店铺了","","null","售中退款","null","2018-10-20 09:21:01","null","null","null","null","null"
"244541314294990739","13895809501993907","2018101922001181165402850503","null","576277364657","2018-10-20 09:20:56","qqc618","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 01:16:12","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:20:56","null","null","null","null","null"
"244364545773040235","13896705182043502","2018101922001138401004803263","null","576277364657","2018-10-20 09:20:46","kevinatsky","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 01:18:26","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:20:46","null","null","null","null","null"
"228587172850235291","13065543380239152","2018101822001106451004404935","null","576277364657","2018-10-20 09:20:41","rem1860","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 01:43:11","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","由于尺寸不合适，不打算购买，不好意思","","null","售中退款","null","2018-10-20 09:20:41","null","null","null","null","null"
"233976781411230709","13494383416230907","2018101522001123990529171376","null","576277364657","2018-10-20 09:20:37","supremehand","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 01:48:02","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:20:37","null","null","null","null","null"
"239682272660782139","13936640269783921","2018101322001166800520127770","null","576277364657","2018-10-20 09:20:31","仔仔来了00","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 06:01:42","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:20:31","null","null","null","null","null"
"242433824560942941","13935040958944129","2018101722001187731003648313","null","576277364657","2018-10-20 09:20:27","矛统体a","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 06:14:08","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:20:27","null","null","null","null","null"
"244473729987420028","13897889264422800","2018101922001163385403025921","null","576277364657","2018-10-20 09:20:21","gaojing2k8","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 06:44:19","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","不需要了","","null","售中退款","null","2018-10-20 09:20:21","null","null","null","null","null"
"235874574454418810","13450445545411088","2018101922001127345402655870","null","576277364657","2018-10-20 09:20:14","风寒客","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 07:04:48","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","哎，2个店串了，看中的洗碗机不是厨卫店，1.98和1.99买来买去，还是搞错了","","null","售中退款","null","2018-10-20 09:20:14","null","null","null","null","null"
"244340771716267235","13906978046263572","2018101922001145965402011776","null","576277364657","2018-10-20 09:20:01","zhangqi924","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 07:29:17","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:20:01","null","null","null","null","null"
"229663335080941784","13032486115948417","2018101922001179645404465903","null","576277364657","2018-10-20 09:19:56","mandy20030515","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 08:23:38","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:19:56","null","null","null","null","null"
"235598671204017901","13468462036010179","2018101822001177125400767331","null","576277364657","2018-10-20 09:19:50","lilicao1224","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-20 08:37:08","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 09:19:50","null","null","null","null","null"
"235946733404694105","13466830559690541","2018102022001286695403738489","null","565880316222","2018-10-20 07:07:05","士多特","9380.00","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体 家用多功能烤箱蒸箱","100.00","0","仅退款","2018-10-20 07:07:03","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 07:07:05","null","null","null","null","null"
"235962477923384922","13463788002382249","2018102022001117495402321147","null","542214807548","2018-10-20 01:46:39","晓风残月1023","1400.00","SIEMENS/西门子 SN23E831TI家用全自动洗碗机刷碗机德国原装进口","3990.00","0","仅退款","2018-10-20 01:44:14","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","配送时间选错了！","","null","售中退款","null","2018-10-20 01:46:39","null","null","null","null","null"
"244499873026442542","13935264559444225","2018102022001236035411544643","null","577210121725","2018-10-20 01:19:43","hanying199166","6090.00","SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","100.00","0","仅退款","2018-10-20 01:19:40","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 01:19:43","null","null","null","null","null"
"244525121225775641","13935232537774156","2018102022001267515401996384","null","544683098636","2018-10-20 01:15:16","potterdy","6980.00","SIEMENS/西门子 45SK95E+77K233 智能联动大吸力自清洁烟灶套装","100.00","0","仅退款","2018-10-20 01:15:13","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 01:15:16","null","null","null","null","null"
"233735362235819263","13903522501816392","2018100322001130810567011104","null","577210121725","2018-10-20 01:02:02","amanda梦琪","1700.00","【狂欢价】SIEMENS/西门子 SC454B00AC 家用嵌入式洗碗机除菌8套嵌入式","6290.00","0","仅退款","2018-10-20 01:01:58","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 01:02:02","null","null","null","null","null"
"236317263549899822","13462348307892298","2018102022001212765403129324","null","567843853082","2018-10-20 00:45:21","猫小兔55","14280.00","SIEMENS/西门子 565+636 微蒸烤一体机/全嵌式13套洗碗机烤箱套餐","100.00","0","仅退款","2018-10-20 00:45:18","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 00:45:21","null","null","null","null","null"
"244506849089239532","13951235199233295","2018102022001225145402879638","null","565880316222","2018-10-20 00:37:59","雅依","9380.00","SIEMENS/西门子 CP565AGS0W嵌入式微蒸烤一体 家用多功能烤箱蒸箱","100.00","0","仅退款","2018-10-20 00:37:57","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 00:37:59","null","null","null","null","null"
"180578079664526883","13064455771528368","2018090922001171841005786066","null","562017040430","2018-10-20 00:12:05","tb4428260","3410.00","【欢聚价】SIEMENS/西门子 555+550 原装进口 专业蒸箱烤箱/蒸汽炉套餐","15790.00","0","仅退款","2018-10-20 00:12:01","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 00:12:05","null","null","null","null","null"
"234922592055614940","13948803793614049","2018100622001161030507805768","null","567331101028","2018-10-20 00:04:18","fops宇","2600.00","SIEMENS/西门子 SJ636X01JC 家用全自动洗碗机全嵌入式13套 除菌","7390.00","0","仅退款","2018-10-20 00:04:14","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-20 00:04:18","null","null","null","null","null"
"244158498245506634","13879490534503466","2018101922001164585400094277","null","576277364657","2018-10-19 15:44:01","wenwen921107","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 13:33:15","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-19 15:44:01","null","null","null","null","null"
"244568387032901751","13930883663905117","2018101922001119375402458349","null","576277364657","2018-10-19 15:22:05","yinyan0815","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 15:18:57","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-19 15:22:05","null","null","null","null","null"
"236097039403432413","13479887044431324","2018101922001153785401841494","null","576277364657","2018-10-19 15:20:19","carfild1981","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 13:45:36","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-19 15:20:19","null","null","null","null","null"
"228958022939101287","13048359695108712","2018101922001113325401471629","null","576277364657","2018-10-19 15:19:53","英雄小月","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 13:50:46","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","拍错了","","null","售中退款","null","2018-10-19 15:19:53","null","null","null","null","null"
"229154982272302292","13002021552309222","2018101922001175715401793107","null","576277364657","2018-10-19 15:19:42","阿紫若","0.00","双11预售1.98元特权预约20号0-2点付100元定金抢6大特权","1.98","0","仅退款","2018-10-19 13:53:27","","退款成功","买家未收到货","null","买家未收到货","","西门子家电厨卫旗舰店","","null","null","null","","","多拍/拍错/不想要","","","null","售中退款","null","2018-10-19 15:19:42","null","null","null","null","null"
